loss,dimension_loss,orientation_loss,confidence_loss,dimension_mse,orientation_mse,confidence_accuracy,val_loss,val_dimension_loss,val_orientation_loss,val_confidence_loss,val_dimension_mse,val_orientation_mse,val_confidence_accuracy
3.264925003051758,0.4936412870883941,0.4236137270927429,0.3226014971733093,0.4936412870883941,0.7182589173316956,0.5623580813407898,1.987738847732544,0.3161982297897339,0.1792635470628738,0.275703877210617,0.3161982297897339,0.7391068339347839,0.6169527769088745
2.0291860103607178,0.3410177528858185,0.1320929527282714,0.251912921667099,0.3410177528858185,0.7438743114471436,0.6821536421775818,1.6077626943588257,0.2685459852218628,0.0997937321662902,0.2306842654943466,0.2685459852218628,0.7458466291427612,0.7113733887672424
1.5920426845550537,0.2665077447891235,0.0981738120317459,0.2244898229837417,0.2665077447891235,0.7468560934066772,0.72662752866745,1.7640434503555298,0.3096881508827209,0.0769237056374549,0.2004340142011642,0.3096881508827209,0.7478975653648376,0.7516094446182251
1.3537697792053225,0.225151777267456,0.0839070901274681,0.2043015509843826,0.225151777267456,0.7481287717819214,0.7553936243057251,1.3278539180755615,0.2260769754648208,0.068005546927452,0.1909208297729492,0.2260769754648208,0.7487843036651611,0.7494634985923767
1.2488961219787598,0.2085972726345062,0.0753831565380096,0.1856716573238372,0.2085972726345062,0.7489175796508789,0.780090868473053,1.1549819707870483,0.1962450593709945,0.0613290406763553,0.1635279655456543,0.1962450593709945,0.7493742108345032,0.8084763884544373
1.075850486755371,0.1771797984838485,0.0689423680305481,0.1730747669935226,0.1771797984838485,0.7494567632675171,0.7959879040718079,1.0307869911193848,0.1738356947898864,0.058026235550642,0.1491382122039795,0.1738356947898864,0.7496681809425354,0.8245708346366882
0.9270601868629456,0.1499168276786804,0.0642494559288024,0.1622039377689361,0.1499168276786804,0.7498752474784851,0.8096139430999756,0.8558909296989441,0.1423959136009216,0.0515378452837467,0.1332096010446548,0.1423959136009216,0.7503126859664917,0.8551502227783203
0.7760053873062134,0.1221929937601089,0.0606954731047153,0.1479951441287994,0.1221929937601089,0.7501978278160095,0.8258894681930542,0.7596021294593811,0.1246169880032539,0.0505816675722599,0.1212888062000274,0.1246169880032539,0.7502102851867676,0.8690987229347229
0.7090200185775757,0.1110903024673461,0.056714791804552,0.1369923055171966,0.1110903024673461,0.7505237460136414,0.8422596454620361,0.7598392963409424,0.1270554959774017,0.0464719608426094,0.1097081080079078,0.1270554959774017,0.7506689429283142,0.8857296109199524
0.6114601492881775,0.0934398993849754,0.0538131184875965,0.1270822137594223,0.0934398993849754,0.7507854700088501,0.8508705496788025,0.7020425796508789,0.1163310110569,0.0466162636876106,0.1009254604578018,0.1163310110569,0.7507020235061646,0.8819742202758789
0.5691429376602173,0.0862304046750068,0.0506099909543991,0.1241525113582611,0.0862304046750068,0.7512865662574768,0.8554125428199768,0.998498797416687,0.1784790009260177,0.0417184755206108,0.0870522856712341,0.1784790009260177,0.7499549388885498,0.9093347787857056
0.500765860080719,0.0740285143256187,0.0489277467131614,0.1144639402627945,0.0740285143256187,0.751438558101654,0.8672407269477844,0.9845482110977172,0.1768339574337005,0.0399115234613418,0.0810232758522033,0.1768339574337005,0.7501205205917358,0.9109442234039308
0.4493796825408935,0.0652937889099121,0.0458680279552936,0.108219027519226,0.0652937889099121,0.7517219185829163,0.8751892447471619,0.9778557419776917,0.1773285716772079,0.035209946334362,0.0767958462238311,0.1773285716772079,0.7505500316619873,0.9152360558509828
0.414525955915451,0.059868223965168,0.0423900447785854,0.1031999960541725,0.059868223965168,0.7520596385002136,0.8793527483940125,0.7417246699333191,0.1316417455673217,0.0320699252188205,0.0708218738436698,0.1316417455673217,0.7507840991020203,0.9238197207450868
0.3937138020992279,0.0568715818226337,0.0399740897119045,0.0987905636429786,0.0568715818226337,0.752260684967041,0.8834216594696045,0.754388153553009,0.1348358988761901,0.0314745157957077,0.0659939423203468,0.1348358988761901,0.7508605122566223,0.9291845560073853
0.359393447637558,0.0509401336312294,0.0383106209337711,0.0944532305002212,0.0509401336312294,0.7523980736732483,0.8896669149398804,0.8730376958847046,0.1591618657112121,0.0300125647336244,0.0644193366169929,0.1591618657112121,0.7509709596633911,0.9248927235603333
0.3615272045135498,0.0521493032574653,0.037332959473133,0.0895622596144676,0.0521493032574653,0.7524901628494263,0.8972369432449341,0.7177584171295166,0.1284844875335693,0.028937455266714,0.0638592913746833,0.1284844875335693,0.7512117028236389,0.9275751113891602
0.3265790343284607,0.0462800897657871,0.0346126407384872,0.0865197256207466,0.0462800897657871,0.7527294158935547,0.9029144644737244,0.8425270318984985,0.1544970422983169,0.0265939868986606,0.0603028461337089,0.1544970422983169,0.751533031463623,0.9324034452438354
0.3359715044498443,0.0492738597095012,0.0334866382181644,0.0787443444132804,0.0492738597095012,0.752845048904419,0.9114307165145874,0.5569638609886169,0.0990344509482383,0.0232867505401372,0.0537229925394058,0.0990344509482383,0.7511789798736572,0.9377682209014891
